"sep=;"
Kunder
Forsikringsnummer;Etternavn;Fornavn;Kunde siden;Fakturaadresse;Ubetalte erstatninger
10390;Pettersen;Thomas;2013-04-20;Stubben 8;98283.0
10391;Dale;Helle;2010-12-07;Klostervegen 45;2774.0
10392;Kleven;Tiril;1999-01-12;Hunstein 7;13426.0
10393;Sagen;Maja;2010-02-06;Othilie Tonnings vei 55;96407.0
10394;Ingvaldsen;Iver;2015-12-27;Heimtrøa 56;69206.0
10395;Ludvigsen;Sofia;2003-11-27;Hannibalveien 91;79653.0
10396;Odden;Ruth;2019-12-20;Verftsbakken 6;10690.0
10397;Lomeland;Jørgen;2001-05-20;Gjetaren 13;55792.0
10398;Hovland;Theo;2004-03-09;Ørneveien 63;29587.0
10399;Haugen;Lotta;2010-12-20;Knausen 65;72935.0
10400;Madsen;Solveig;2010-03-12;Apotekerveien 62;32793.0
10401;Dale;Alva;2017-01-15;Rikard Kaarbøs gate 99;8220.0
10402;Olsen;William;2013-11-06;Blåbærvegen 28;61945.0
10403;Abrahamsen;Aurora;2004-11-06;Rådyrstien 80;66174.0
10404;Roland;Liam;1999-07-15;Nøklebytoppen 14;66678.0
10405;Iqbal;Theodor;2015-11-14;Nygata 71;55238.0
10406;Samuelsen;Alexander;2009-08-06;Frivoldveien 2;53216.0
10407;Iversen;Nicolas;2016-05-11;Sletteheia 68;76016.0
10408;Habbestad;Lara;1999-04-25;Gullfakskroken 76;66724.0
10409;Forsberg;Andrea;2012-03-25;Måsesvingen 24;47977.0
10410;Gjerde;Colin;2010-07-08;Nærbøgata 7;76506.0
10411;Hatlem;Max;2013-05-16;Sørumgata 61;81851.0
10412;Richardsen;Ida;2018-09-06;Odins vei 76;50306.0
10413;Tangen;Sebastian;2013-04-05;Fossekallen 21;23626.0
10414;Johannessen;Stefan;2013-03-12;Olav Duuns vei 48;46296.0
10415;Moe;Alva;1995-07-07;Lanesvegen 28;16604.0
10416;Nilsen;Emrik;2010-02-05;Faunveien 98;26912.0
10417;Gundersen;Magnus;2014-01-14;Lille Karlsrud 38;99881.0
10418;Fossum;Jenny;2005-05-15;Lillehauger 77;29020.0
10419;Larsen;Tuva;2011-06-03;Meheiaveien 8;5182.0
10420;Aslaksen;Aylin;2016-06-22;Gjellum terrasse 87;71614.0
10421;Erland;Elias;2010-11-27;Vammatoppen 6;12160.0
10422;Opstad;Tor;2005-10-13;Krusestuvegen 90;62884.0
10423;Andersen;Natalie;2015-06-10;Mathias Bruns gate 44;23944.0
10424;Nordtveit;Gabriel;2017-11-24;Nærbøgata 90;17758.0
10425;Lie;Nora;2009-12-16;Bordalssløyfen 55;79860.0
10426;Eikemo;Tiril;1996-08-14;Ågårdvegen 44;55410.0
10427;Eriksen;Selma;2001-04-10;Tømmeråsveien 2;90429.0
10428;Stenhaug;Mathea;2000-11-27;Westvang 71;26205.0
10429;Kristiansen;David;1998-06-05;Valbeinet 100;20791.0
10430;Wold;Johannes;2007-03-12;Kremleveien 92;50393.0
10431;Iversen;Ben;2016-01-01;Villaveien 50;402.0
10432;Aksdal;Katarina;1995-10-21;Godliaveien 10;44958.0
10433;Haagensen;Teodor;2014-11-03;Vihantis vei 42;26782.0
10434;Larsen;Emil;2001-12-05;Kirkegårdsveien 50;78706.0
10435;Askevold;Mia;1999-03-11;Torpegata 5;39313.0
10436;Hansen;Sanna;2014-03-04;Opalvegen 98;14801.0
10437;Hagen;Ailo;1996-05-15;Stuffen 72;86584.0
10438;Gullaksen;Leo;2004-08-03;Vestmarkveien 99;83592.0
10439;Andersen;Kajsa;2011-12-07;Harehaugveien 82;44162.0
10440;Skår;Marius;2011-04-15;Rønningveien 3;34190.0
10441;Heiberg;Leander;2015-03-26;Anchersens vei 77;69547.0
10442;Pettersen;Sebastian;2001-01-23;Bøkleva 32;16950.0
10443;Tharaldsen;Noah;2018-11-08;Blåklokkeveien 23;59227.0
10444;Kolstad;Oliver;2018-08-14;Røykåskroken 12;2766.0
10445;Hansen;Trygve;2018-12-09;Haakon Sæthres vei 70;33231.0
10446;Harkestad;Kajus;1998-09-15;Nordlysbråtet 81;70073.0
10447;Helle;Eirik;2009-11-27;Femdalsund 77;24315.0
10448;Kvalvåg;Ingvild;2009-02-17;Søre Renen 29;90572.0
10449;Johnsen;Andreas;2009-09-01;Sanderveien 35;7012.0
10450;Svensen;Christopher;1997-07-01;Rugdeberget 31;59429.0
10451;Harkestad;Leo;2014-08-25;Junos vei 30;8391.0
10452;Begum;Jonas;1995-09-10;Marcus Thranes vei 85;15234.0
10453;Svendsen;Kristina;2014-08-07;O L Aunes gate 11;5482.0
10454;Varhaug;Thea;2004-08-17;Ladetrøa 58;9868.0
10455;Arnøy;Alva;2014-02-27;Gamle Stemvei 5;13854.0
10456;Nilsen;Hedda;2014-09-04;Gabbrovegen 9;36144.0
10457;Skog;David;2007-08-16;Rosenlundveien 56;8237.0
10458;Sørensen;Magnus;2015-02-23;Hatlaskaret 18;7488.0
10459;Sunde;Sarah;2017-03-23;Gravarskroken 64;55742.0
10460;Nilssen;Aron;1997-09-12;Industrigata 83;78210.0
10461;Holt;Nora;2003-03-16;Linstubben 8;52639.0
10462;Holm;Angelica;2011-03-12;Lassedalsveien 90;28756.0
10463;Jørgensen;Oda;2018-11-24;Industriveien 92;84864.0
10464;Borg;Filip;2012-10-10;Jens Dedekams vei 94;15937.0
10465;Jansen;Aurora;2013-12-05;Vikerhavna 40;86010.0
10466;Johansen;Jonas;2010-03-12;Kirkegata 46;68423.0
10467;Digre;Jesper;2009-02-12;Brennavegen 19;86470.0
10468;Pettersen;Tilde;2008-01-24;Nørstrudvegen 95;68049.0
10469;Heimdal;Edvard;2002-06-08;Blåtoppveien 45;46810.0
10470;Haug;Hilde;2001-10-14;Vestre Fantoftåsen 86;99347.0
10471;Opheim;Aksel;2014-01-14;Åmøygata 79;35046.0
10472;Amundsen;Ida;2003-06-13;Dreggjavikveien 24;15078.0
10473;Langhelle;Angelica;2019-12-17;Breidablikk 19;74856.0
10474;Torkelsen;Melina;2005-03-23;Daniel Danielsens gate 27;55777.0
10475;Wangberg;Mohammad;1995-04-23;Orestien 25;66114.0
10476;Askevold;Martin;2000-12-24;Ulveveien 97;43980.0
10477;Mathisen;Joakim;2004-03-17;Bekkefaret 93;32806.0
10478;Kristiansen;Hedda;2011-11-03;Økrigata 23;98827.0
10479;Sivertsen;Tuva;1996-12-24;Bjørnsons vei 65;84086.0
10480;Ellingsen;Maria;1995-12-03;Sneveien 18;4098.0
10481;Stadheim;Hedda;2016-09-28;Ognagata 7;32073.0
10482;Hassel;Mathias;2015-03-14;Karisvingen 10;77745.0
10483;Wangen;Kristina;2001-11-25;Kamfjordlia 4;39062.0
10484;Brekke;Tilde;1996-03-12;Pettersand 58;91924.0
10485;Hestad;Caroline;2008-08-27;Steinurbakken 37;86111.0
10486;Pettersen;Thomas;1999-02-10;Bergsvingen 39;21299.0
10487;Syversen;Ingvild;1995-10-22;Ryes gate 7;95916.0
10488;Andresen;Alma;2008-10-03;Hjørnerødgata 73;50528.0
10489;Andersen;Oliver;2000-05-28;Bodinveien 88;30140.0
10490;Fosse;Martin;2011-12-11;Vestheimgata 48;62350.0
10491;Strøm;Filip;2014-04-21;Ilikroken 94;56828.0
10492;Sigurdsen;Gabriel;2017-06-17;Orrehaugen 42;98482.0
10493;Vik;Emma;2001-05-27;Telthusveien 10;20743.0
10494;Berg;Michael;1997-09-13;Ytterseinesveien 26;88511.0
10495;Bjørkmo;Jenny;2006-11-13;Byggveien 91;47862.0
10496;Granås;Åsmund;2009-04-12;O L Aunes gate 42;92125.0
10497;Skogen;Mathias;1996-10-19;Kronprins Olavs allé 33;59215.0
10498;Svihus;Teodor;2010-11-18;Severines veg 35;86420.0
10499;Dahl;Ingrid;1995-06-15;Østre Solberg vei 21;77623.0
10500;Ellingsen;Lerke;2009-07-10;Veralandveien 10;7633.0
10501;Bjune;Mia;2016-12-10;Krebs gate 25;74954.0
10502;Olsen;Sanna;2002-07-25;Ulsberghagen 99;81681.0
10503;Øye;Leo;2009-10-23;Ulsholtveien 99;21857.0
10504;Takvam;Lara;1998-07-06;Hummelvikveien 95;35294.0
10505;Kvalsund;Sara;2003-05-11;Kolleveien 84;78934.0
10506;Bakken;Håvard;2004-12-22;Åsenhagen 8;10027.0
10507;Huynh;Syver;2002-10-18;Borgveien 44;19426.0
10508;Christiansen;Sofie;1995-12-03;Pilkveien 72;52426.0
10509;Skeie;Marte;2016-06-26;Nørstrudvegen 7;23796.0
10510;Helleren;Emilie;2017-11-06;Bregneveien 31;56497.0
10511;Ølmheim;Mathias;2007-10-24;Kleivastø 53;75868.0
10512;Johnsen;Thea;2013-02-25;Kyrkslettvegen 3;99788.0
10513;Holstad;Gaute;2010-10-14;Kamfjordlia 55;71679.0
10514;Jørgensen;Ida;2002-10-22;Grønmoveien 76;12388.0
10515;Jahren;Kristian;2011-01-12;Fagstadvegen 19;91552.0
10516;Jakobsen;Sara;2000-04-13;Aagot Gjems Selmers veg 3;23426.0
10517;Hansen;Thea;2003-07-18;Allehelgens gate 45;17789.0
10518;Eliassen;Adrian;2009-10-22;Bølgenhøgda 39;19473.0
10519;Vetrhus;Viktoria;2001-04-20;Trygve Thesens vei 25;51913.0
10520;Andersen;Leo;2009-12-01;Venus vei 59;52332.0
10521;Tharaldsen;Sander;2002-07-01;Englia 64;46477.0
10522;Hagen;Elsa;2016-02-27;Furusethveien 96;52771.0
10523;Kvande;Sofie;2007-08-15;Grubevegen 45;80019.0
10524;Larsen;Simon;2019-02-24;Bakkeveien 9;99168.0
10525;Ali;Wilma;2019-03-24;Anchersens vei 36;73251.0
10526;Heide;Erika;2007-11-26;Jeppevegen 40;80922.0
10527;Selvik;Mathias;2011-02-24;Forushagen 84;49163.0
10528;Johansen;Christoffer;2014-11-01;Rikard Kaarbøs gate 77;6748.0
10529;Jensen;Stein;2010-05-01;Øvre Ringvei 51;49392.0
10530;Skare;Anna;2007-01-14;Kringsjåvegen 9;43798.0
10531;Borgersen;Victor;2011-12-09;Ljansbrukveien 10;36163.0
10532;Jahren;Solveig;1999-04-10;Nordre Elvikvei 93;54685.0
10533;Vollan;Marcus;2013-03-27;Trudvangvegen 95;51701.0
10534;Svihus;Hedda;2008-06-21;Lilletorget 5;50431.0
10535;Linde;Darin;2007-04-23;Steinvågvegen 67;77034.0
10536;Fiskum;Syver;2003-11-08;Fjordgata 2;17619.0
10537;Karlsen;Ahmed;2016-06-06;Rinds vei 14;70259.0
10538;Nyhus;Nora;2001-07-17;Wedels gate 31;95110.0
10539;Sivertsen;Hedda;2009-04-16;Malmveien 73;5572.0
10540;Husøy;Thomas;2008-02-09;Kleivastø 80;49531.0
10541;Haugan;Robin;2003-03-05;Tampereveien 42;7419.0
10542;Linge;Marie;2013-12-14;Orestien 56;73214.0
10543;Davidsen;Selin;1995-02-24;Nedre Prestavegen 50;70567.0
10544;Jakobsen;Sigrid;2018-01-20;Allehelgens gate 27;30303.0
10545;Johansen;Victoria;1999-02-10;Rødgata 20;77273.0
10546;Fiskum;Alise;2001-03-17;Hofsfossveien 62;7523.0
10547;Meland;Elias;2019-11-22;Daniel Hansens gate 14;61239.0
10548;Rønning;Marius;2013-12-13;Gravdalsveien 30;72948.0
10549;Nilsen;Fatima;2009-10-17;Øivinds veg 76;82331.0
10550;Mikalsen;Mia;1995-05-14;Kongevegen 46;74750.0
10551;Forsberg;Mats;1996-01-22;Enerhaugplassen 26;46232.0
10552;Hernes;Eirik;2016-09-19;Filips gate 63;14956.0
10553;Hansen;Ingrid;2009-05-28;Håndtaket 12;46306.0
10554;Wang;Nora;1996-08-04;Veralandveien 63;96360.0
10555;Stornes;Jonas;2019-10-04;Gramstadlia 2;215.0
10556;Nyhus;Isak;2005-05-10;Nordlysbråtet 96;17999.0
10557;Borg;Selma;2013-10-08;Blåbærvegen 76;16209.0
10558;Røste;Alma;2000-06-28;Dreggjavikveien 74;48551.0
10559;Antonsen;Adrian;2005-01-05;Gåseidstien 24;17124.0
10560;Berg;Emilia;1995-01-17;Allehelgens gate 33;27480.0
10561;Berge;Andreas;2002-02-27;Krokstien 23;59403.0
10562;Strand;Phillip;2014-12-05;Bjørnerudveien 59;33962.0
10563;Larsen;Emma;2005-07-15;Øykjeneshaugen 78;91919.0
10564;Wang;Leah;2000-03-18;Rødborge 30;22382.0
10565;Nielsen;Una;2006-10-21;Majorvegen 72;45945.0
10566;Andersen;Martine;2010-10-06;Øyern plass 29;85267.0
10567;Anfinsen;Kristine;2018-10-06;Smedsvikneset 37;9375.0
10568;Rustad;Ragnhild;1997-10-27;Hansbakken 74;5248.0
10569;Wold;Alisa;2002-03-07;Håkon Sverressons veg 69;35057.0
10570;Indrebø;Håkon;2015-07-03;Kleivastø 34;28534.0
10571;Olsen;Nicoline;2000-11-22;Sørhella 54;45601.0
10572;Stadheim;Jonathan;1996-07-11;Nordbø 9;48060.0
10573;Myhre;Elliot;2005-01-25;Solstien 71;76863.0
10574;Brænden;Henny;2016-09-19;Gullfakskroken 15;72690.0
10575;Rustad;Kristoffer;1995-07-24;Hauges vei 45;38617.0
10576;Nilsen;Kaja;2014-02-15;Tegebærveien 7;58524.0
10577;Dahle;Jakob;2011-08-05;Nye Teglverks vei 45;544.0
10578;Ommundsen;Casper;2006-12-07;Søregata 70;61234.0
10579;Hansen;Pernille;2015-05-21;Granlytunet 52;83017.0
10580;Skår;Emma;2007-05-22;Åttringsveien 4;89305.0
10581;Høyem;Max;2007-08-20;Høybødalen 68;15795.0
10582;Lien;Alicja;1997-12-22;Jordbærstien 43;42896.0
10583;Andersen;Mohammed;2010-03-11;Vesterlivegen 60;64159.0
10584;Opstad;Jonas;1996-08-22;Nygata 70;66359.0
10585;Eikeland;Sarah;2014-07-27;Lunas vei 12;14392.0
10586;Jonassen;Lars;2012-12-16;Bliksrudhagan 17;27497.0
10587;Aslam;Aleksander;2013-03-22;Øvregate 92;47541.0
10588;Fjeld;Mathilda;2014-09-23;Skjolddalen 88;45617.0
10589;Berger;Herman;2019-05-11;Solbakken 35;29963.0
10590;Breivik;Malene;1999-01-20;Lågendalsveien 29;9322.0
10591;Sara;Syed;2015-01-05;Scottsborg 42;41456.0
10592;Olsen;Matheo;1995-05-10;Åkredalen 8;17808.0
10593;Stadheim;Ahmed;2018-10-02;Solstien 6;48013.0
10594;Maudal;Haakon;2014-10-11;Anchersens vei 8;77349.0
10595;Myhren;Martine;2015-06-03;Flyplassvegen 43;60118.0
10596;Hem;Amalie;2008-03-19;Bjørnslettveien 1;49506.0
10597;Kalleberg;Aron;2015-10-28;Tidegeilen 95;1578.0
10598;Amdam;Erika;2014-05-27;Blåtoppveien 98;33225.0
10599;Haugstad;Nora;2011-11-28;Valbeinet 11;22637.0
10600;Myller;Leon;2015-08-05;Persvei 52;75556.0
10601;Korsmo;Sindre;2005-06-02;Vognmannsgata 30;43245.0
10602;Mathisen;Hamza;2013-05-14;Gøtevegen 54;92843.0
10603;Kolstad;Celine;2009-11-17;Aagot Gjems Selmers veg 56;81154.0
10604;Pedersen;Lucas;2012-09-02;Orreveien 68;7556.0
10605;Klein;Filip;2015-12-12;Solåsen 8;3889.0
10606;Bekkelund;Aksel;1996-02-02;Ulveveien 8;52817.0
10607;Olsen;Leo;2004-10-06;Lisbeth Nypans veg 97;35120.0
10608;Aarsland;Viktoria;2007-07-09;Vintervegen 11;62395.0
10609;Ulvund;Sverre;2014-10-25;Nørstrudvegen 29;48875.0
10610;Høyem;Ailo;1995-01-03;Sandbyveien 76;90125.0
10611;Tungland;Mathea;2008-10-04;Stunnerveien 13;90601.0
10612;Hindenes;Johannes;2000-11-03;Buråsveien 3;85366.0
10613;Sand;Emma;2016-09-07;Vårstien 76;34240.0
10614;Karlsen;Ida;2003-11-26;Veslevegen 46;20534.0
10615;Johannessen;Alma;2018-07-04;Hagabråten 36;47313.0
10616;Sjøli;Sina;1998-07-04;Stuffen 50;4989.0
10617;Tungland;Magnus;2019-07-17;Henrik Becks vei 82;20761.0
10618;Sagen;Mikkel;2003-07-04;Paradevegen 86;5273.0
10619;Johansen;Frøya;2002-12-18;Engvegen 91;8661.0
10620;Haugland;Abdullah;1998-04-28;Sigrid Undsets veg 30;16963.0
10621;Kristiansen;Aylin;2015-04-19;Johan Riefs gate 86;78550.0
10622;Hop;Pernille;2003-08-19;Dammanns vei 1;52279.0
10623;Pettersen;Henrik;2012-05-14;Symrekleiva 40;66221.0
10624;Pedersen;Amelia;2010-05-25;Bjørnsons gate 23;88889.0
10625;Syversen;Emilie;1999-11-12;Bjørnerudveien 10;27226.0
10626;Andersson;Emilia;2014-08-13;Gamle Jåttåvågen 69;9123.0
10627;Olsen;Lina;2003-06-17;Dr. Backers veg 22;62357.0
10628;Grønlie;Nora;2015-11-06;Venus vei 41;34723.0
10629;Meyer;Julia;1998-02-08;Hvålagata 79;21444.0
10630;Safi;Ada;2016-02-19;Bjørningstadveien 7;77947.0
10631;Nikolaisen;Teodor;2011-03-23;Sigurd Nergaards veg 80;79157.0
10632;Vinje;Hussein;2019-10-05;Lunneveien 10;66410.0
10633;Aarum;Adrian;1996-02-09;Gabbrovegen 5;99539.0
10634;Sand;Tore;2014-11-12;Vinjes gate 92;41275.0
10635;Erdal;Mia;2008-07-14;Skulgamvegen 88;66766.0
10636;Birkeland;Nikolai;2007-06-28;Stubben 74;7910.0
10637;Hussein;Bjørn;1998-03-02;Bergstien 55;8261.0
10638;Hansen;Mie;1996-08-26;Grønmoveien 73;90888.0
10639;Ottersen;Dominika;2005-01-22;Espentunet 27;68855.0
10640;Nyberg;Mathilde;2013-07-13;Kila 80;75191.0
10641;Syversen;Daniel;2018-08-17;Veslefrikkveien 38;44450.0
10642;Vangen;Nora;2017-03-13;Tokeruddalen Øst 32;7045.0
10643;Pedersen;Maiken;2003-12-19;Løkkaveien 73;67535.0
10644;Kaur;Hanne;1997-04-08;Kampens plass 91;95591.0
10645;Syversen;Ali;2018-01-20;Grannesarmen 95;70173.0
10646;Wang;Mikael;2004-01-25;Tokeruddalen Øst 8;6744.0
10647;Kolstad;Lucas;1999-06-02;Meklenborgåsen 36;47426.0
10648;Giske;Vegard;2017-04-06;Ilikroken 90;57032.0
10649;Eriksen;Sarah;2002-10-17;Sveiserveien 5;62283.0
10650;Skråmestø;Ole;2008-10-06;Kongsdatterveien 9;24802.0
10651;Skjerven;Eva;2015-10-08;Märthas veg 34;78314.0
10652;Backe;Leon;2012-05-07;Nedre Tomtegate 56;89316.0
10653;Hernes;Aurora;2010-08-05;Nordre Elvikvei 28;32727.0
10654;Karlsen;Jonatan;2004-08-09;Kampens plass 43;21618.0
10655;Dale;Martin;2012-07-02;Bjørneveien 93;5410.0
10656;Tonstad;Katrine;2004-09-19;Store Skippergate 9;97746.0
10657;Bjørkum;Alise;2013-06-07;Urskjellveien 95;88455.0
10658;Strømmen;Emine;1999-09-04;Matrosvegen 5;47444.0
10659;Strand;Georg;2019-08-01;Grønliveien 38;67778.0
10660;Kringstad;Theo;2014-10-20;Ilikroken 49;56303.0
10661;Andersen;Amelia;2017-03-14;Ulrikskvern 28;37026.0
10662;Opsahl;Sofia;2013-07-17;Kringsjåveien 85;2359.0
10663;Breivik;Emilie;2005-10-27;Haugeplassen 92;87229.0
10664;Hadland;Julian;2003-03-11;Bjørnerudveien 72;51382.0
10665;Danielsen;Christina;2000-06-06;Nedre Kristianstens gate 82;63949.0
10666;Rognes;Ida;2011-03-04;Torevågvegen 53;82540.0
10667;Skagen;Pernille;2013-12-10;Vikerhavna 4;76539.0
10668;Berg;Leo;2009-09-16;Tømmeråsveien 70;40723.0
10669;Skeie;Sander;2010-05-20;Kneiken 95;55083.0
10670;Skjerven;Herman;2015-11-22;Elvelyveien 44;49372.0
10671;Samuelsen;Eirik;2013-08-27;Pettersand 76;1421.0
10672;Andresen;Mariell;1997-01-13;Jordbrekkveien 37;67553.0
10673;Hansen;Arthur;2004-09-02;Hummelvikveien 76;31680.0
10674;Andresen;Christoffer;2014-06-05;Meklenborgåsen 86;95461.0
10675;Øye;Andrea;2011-01-15;Harehaugveien 22;13073.0
10676;Nyhus;Aurora;2004-07-10;Gjetaren 16;29267.0
10677;Harstad;Ingrid;2012-08-13;Dammenvegen 82;62785.0
10678;Refsdal;Kamile;2013-04-09;Brandstorpveien 46;52803.0
10679;Anti;Emilie;2019-08-14;Veralandveien 3;14353.0
10680;Nordeng;Anna;1998-01-22;Bjerkelivegen 25;6526.0
10681;Bruvoll;Arthur;2005-08-21;Tegebærveien 46;86683.0
10682;Giske;Pernille;1998-02-21;Lunneveien 39;77684.0
10683;Røisland;Ulrik;2008-09-01;Venliveien 82;30697.0
10684;Gjerde;Erika;2012-09-26;Tungen 98;57578.0
10685;Hansen;Ingrid;2013-10-19;Kyrkslettvegen 20;43743.0
10686;Jensen;Andrea;2016-10-17;Håndverkergaten 31;53562.0
10687;Breivik;Anne;2014-05-20;Orekåsgata 79;36553.0
10688;Nordberg;Linnea;1997-07-01;Gustav A Devolds gate 2;90411.0
10689;Hanssen;Ylva;2011-01-08;Gammelgårdvegen 39;91730.0
10690;Øvrebø;Jenny;2013-04-12;Godheimveien 6;46740.0
10691;Arntzen;Amalie;2004-04-11;Grønliveien 1;14927.0
10692;Holmefjord;Robin;2014-06-20;Bjerkastien 77;60219.0
10693;Borg;Kristina;2004-01-07;Mitzellsmauet 43;87317.0
10694;Moe;Arn;2017-04-28;Skipper Wirkolas vei 62;81818.0
10695;Hansen;Kim;1996-10-23;Rugdeberget 92;24139.0
10696;Aabel;Alex;2009-05-14;Sandskargata 39;56923.0
10697;Larsen;Thomas;2003-06-10;Gunnar Reiss-andersens gate 6;6580.0
10698;Torp;Melina;2001-05-13;Skihytteveien 16;63172.0
10699;Hella;Nora;2005-03-14;Leitebakken 33;47316.0
10700;Moe;Karoline;1999-10-24;Hjørnerødgata 23;75210.0
10701;Tafjord;Josef;1997-10-26;Meisestien 19;3509.0
10702;Alnes;Mia;2012-02-09;Smalgangen 71;511.0
10703;Rønning;Jakob;2008-12-11;Rambergveien 8;40667.0
10704;Hestvik;Even;2002-02-15;Husvikveien 84;78159.0
10705;Moe;Magnus;2011-03-19;Ulsetåsen 77;14817.0
10706;Tangen;Nicolai;2013-01-23;Nedre Kulås vei 10;43134.0
10707;Berg;Freya;2000-03-02;Rådalslien 5;39350.0
10708;Haugen;Anton;2008-08-16;Stallane 62;12189.0
10709;Olsen;Alexander;2010-07-14;Thulstrups gate 82;10348.0
10710;Løberg;Mats;2003-09-14;Parkveien 81;68016.0
10711;Haagensen;Nora;2013-12-08;Grensen 17;98937.0
10712;Kaspersen;Ea;2002-10-09;Byfoged Finnes gate 42;19293.0
10713;Straume;Konrad;2001-01-20;Gullfakskroken 47;83098.0
10714;Odden;Magnus;1997-07-26;Tømmeråsveien 10;73990.0
10715;Pedersen;Thea;2016-08-11;Naustvegen 49;33810.0
10716;Meyer;Mina;2019-09-20;Jon Sivertsens veg 62;70863.0
10717;Andersen;Johan;2019-06-14;Kragstadveien 27;16116.0
10718;Bekkelund;Torben;2008-12-06;Kvietunet 40;42078.0
10719;Lie;Magnus;2011-06-10;Bruksgata 53;59217.0
10720;Hansen;Oscar;2016-06-08;Drøsshaugan 77;39348.0
10721;Johansen;Even;2006-03-16;Axel Dahls terrasse 44;92525.0
10722;Ahmadi;Hanna;2019-10-23;Lomviveien 24;78775.0
10723;Helgeland;Anne;1999-01-11;Huldervegen 59;40649.0
10724;Antonsen;Nikolai;2019-07-21;Nordkapps gate 58;41982.0
10725;Haugen;Lucas;2007-08-17;Bølgenhøgda 80;41155.0
10726;Opheim;Sofie;1997-11-27;Meisestien 39;94380.0
10727;Langhelle;Thomas;2015-11-25;Skeilunden 31;4331.0
10728;Granås;Sara;1995-04-13;Matrosvegen 100;65835.0
10729;Kolsrud;Marie;2006-10-28;Kremleveien 27;5740.0
10730;Jonassen;Tuva;2019-04-20;Oddefjell 97;44662.0
10731;Anti;Ea;2019-08-10;Dr. Backers veg 77;57264.0
10732;Olsen;Filip;2000-10-09;Brennavegen 9;66426.0
10733;Ringstad;Storm;2012-10-07;Rødborge 6;98481.0
10734;Solstad;Marte;2011-05-14;Klokkargårdsbakken 50;20022.0
10735;Sivertsen;Filip;1995-05-23;Frusetsvingen 3;4934.0
10736;Vonheim;Nora;2016-04-28;Bølgenhøgda 30;71486.0
10737;Aas;Amalie;2001-01-25;Myrveien 71;31355.0
10738;Stadheim;Ali;1998-12-22;Ålmoveien 94;92492.0
10739;Berg;Mathea;2009-06-14;Husebybakken 52;69328.0
10740;Tellefsen;Linnea;2015-11-28;Skavhaugen 5;81611.0
10741;Vinje;Sander;1996-08-10;Rødgata 16;58477.0
10742;Foss;Samuel;2007-08-09;Brennaveien 10;46898.0
10743;Braathen;Astrid;2000-01-16;Scottsborg 91;60494.0
10744;Ødegaard;Hedda;2012-04-14;Andreas Nilsens vei 49;90189.0
10745;Terjesen;Pernille;2004-09-23;Tordenskiolds gate 42;86609.0
10746;Ødegård;Oda;2016-05-20;Skomværgata 78;27684.0
10747;Tornes;Benjamin;2009-04-12;Gøtevegen 16;68157.0
10748;Bråten;Elliot;2013-06-19;Grensevegen 44;70092.0
10749;Jensen;Maria;2018-11-14;Lysehagan 64;28720.0
10750;Farstad;Maia;2003-06-21;Barbugårdsveien 61;26104.0
10751;Kvalsund;Even;1995-06-27;Nordre Skuteviksveien 15;70554.0
10752;Hasle;Mathea;2005-04-14;Vindgårdsvegen 100;12522.0
10753;Aksdal;Aria;2001-10-18;Harestien 47;22577.0
10754;Andorsen;Liam;2011-10-01;Rådmann Knudsens gate 44;12857.0
10755;Tellefsen;Vegard;2007-08-22;Vannposten 61;36496.0
10756;Ulseth;Astrid;2010-05-18;Godliaveien 97;10662.0
10757;Nordby;Petter;2001-04-15;Ågårdvegen 80;48437.0
10758;Solstad;Kim;2008-09-19;Røykåskroken 92;73759.0
10759;Rogstad;Ella;2006-11-15;Gulsetkåsa 28;94854.0
10760;Kanestrøm;Mari;2013-12-09;Hasselveien 42;93764.0
10761;Dalen;Tor;2003-08-05;Nedrelien 59;38402.0
10762;Andersen;Gabriel;2019-12-10;Friggs veg 31;22999.0
10763;Brekke;Mohammad;2009-07-19;Krusestuvegen 85;29048.0
10764;Semb;Viktoria;2007-12-22;Korsvik allé 15;50696.0
10765;Ruud;Julian;2016-03-26;Peter Reimers gate 52;81517.0
10766;Mo;Aurora;1996-11-19;Trestegveien 92;20384.0
10767;Olsen;Vilma;1999-01-04;Breisteinvegen 68;5455.0
10768;Werner;Nathaniel;2018-04-25;Faunveien 40;53982.0
10769;Lid;Mathias;1995-04-18;Myrlandsvegen 75;63727.0
10770;Pettersen;Kristoffer;2011-03-07;Nedre Movei 5;10258.0
10771;Pettersen;Sander;1999-02-25;Fasanveien 97;25202.0
10772;Schrøder;Erika;2016-10-11;Venliveien 89;26311.0
10773;Ruud;Storm;2009-03-21;Belsbyveien 71;84992.0
10774;Eliassen;Martin;2004-03-13;Sandvollia 78;74913.0
10775;Nordengen;Marcus;2001-07-27;Sørbybakken 64;92379.0
10776;Hjørnevik;Pernille;2016-12-26;Mailundveien 4;16974.0
10777;Wang;Johannes;2005-12-21;Skoglien 2;74203.0
10778;Andresen;Sander;2011-07-07;Brattbakken 54;94215.0
10779;Korsmo;Sunniva;2009-01-04;Dvergveien 58;43619.0
10780;Hansen;Amalie;2002-09-13;Vassfaret 71;77590.0
10781;Midtbø;Filip;1995-11-11;Smedsvingen 84;99171.0
10782;Lund;Wilma;2005-02-28;Holmejordetveien 60;55033.0
10783;Ottersen;Maiken;2002-05-28;Hunstein 55;18005.0
10784;Fiksdal;Musab;2007-09-17;Brønnøyveien 61;89907.0
